FullName,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,BestPosition,Position
F. Evanilson de Lima Barbosa,74,76,63,76,25,72,ST,6
Giorgi Mamardashvili,79,78,74,80,48,79,GK,3
Tanaka Roberts,85,79,59,78,32,71,ST,6
Mohamed Simakan,71,39,62,64,80,79,CB,1
Jiří Pavlenka,81,74,60,84,36,69,GK,3
Óscar Melendo Jiménez,80,64,79,79,47,58,CAM,0
Randal Kolo Muani,84,72,63,80,38,62,ST,6
Amadou Haidara,70,72,76,80,68,70,CM,2
Pedro Lomba Neto,85,74,69,81,31,58,CAM,0
Maximiliano Gómez,63,78,68,73,32,82,ST,6
Noa Lang,86,73,72,83,50,67,CAM,0
Saša Kalajdžić,63,75,68,73,46,70,ST,6
Guglielmo Vicario,79,78,74,80,28,78,GK,3
Nicolás De la Cruz,85,76,78,82,70,69,CAM,0
Hamed Junior Traorè,82,70,72,81,59,62,CAM,0
Junior Messias,84,73,73,81,49,60,RW,5
Nikola Vlašić,79,76,75,81,47,69,CAM,0
Marc Guéhi,73,39,58,68,79,75,CB,1
Eljif Elmas,76,71,74,83,66,69,CAM,0
Predrag Rajković,77,76,74,81,25,79,GK,3
Konstantinos Mavropanos,81,56,51,60,78,81,CB,1
Christoph Baumgartner,75,72,73,80,44,56,CAM,0
Romain Faivre,75,74,76,80,62,67,CAM,0
Samuel Gigot,67,38,65,61,79,80,CB,1
Guillermo Maripán,33,42,58,53,79,79,CB,1
Giovanni Simeone,77,79,64,75,41,76,ST,6
João Paulo Dias Fernandes,67,77,65,75,43,81,ST,6
Raúl Ruidíaz,83,79,66,79,33,69,ST,6
Craig Dawson,49,47,59,55,79,77,CB,1
Víctor Ruiz Torre,44,42,65,59,79,77,CB,1
Roberto Pereyra,76,74,77,79,68,74,CM,2
Marwin Hitz,81,73,79,79,42,77,GK,3
Ben Mee,61,42,58,62,80,77,CB,1
Giacomo Bonaventura,69,75,80,80,70,65,CM,2
Francesco Caputo,79,79,62,78,30,67,ST,6
Odion Ighalo,69,79,65,73,43,83,ST,6
Mesut Özil,69,70,83,79,24,45,CAM,0
Claudio Bravo,77,78,84,78,56,78,GK,3
Sergio Romero,78,75,77,80,46,76,GK,3
Alassane Plea,72,79,79,78,39,73,CAM,0
Patrick Bamford,82,78,68,73,42,77,ST,6
Jesse Lingard,75,77,73,79,57,65,CAM,0
Stole Dimitrievski,77,82,75,79,36,78,GK,3
Maxwel Cornet,87,76,71,77,67,77,ST,6
Aleksandar Mitrović,64,79,57,71,27,87,ST,6
Lucas Alario,66,78,58,74,30,75,ST,6
Alexey Miranchuk,75,70,76,80,31,61,CAM,0
Thomas Strakosha,79,76,73,79,43,77,GK,3
Pierluigi Gollini,78,79,73,80,47,74,GK,3
Josef Martínez,85,78,60,77,25,69,ST,6
Marcel Halstenberg,63,66,73,71,76,79,CB,1
Juan Fernando Quintero,71,76,79,82,39,51,CAM,0
Fernando Pacheco Flores,77,75,70,80,46,78,GK,3
Nathan Aké,76,53,70,70,79,75,CB,1
Óliver Torres Muñoz,59,67,78,81,64,50,CM,2
Joël Veltman,64,49,67,70,79,76,CB,1
Moise Kean,85,76,57,77,40,75,ST,6
Marcos Senesi,60,42,69,74,79,78,CB,1
Willian José da Silva,62,79,66,74,40,80,ST,6
Ollie Watkins,84,76,68,74,46,77,ST,6
Enes Ünal,69,81,65,75,40,76,ST,6
Gabriel Arias,78,73,73,82,41,79,GK,3
Sergio Rochet,80,78,67,80,49,76,GK,3
Alexander Nübel,75,71,70,84,48,76,GK,3
Sergio Herrera Pirón,79,77,73,77,47,75,GK,3
Maxime Lopez,72,71,79,82,67,57,CAM,0
Alex Meret,79,73,70,81,44,77,GK,3
Duje Ćaleta-Car,59,39,59,62,79,81,CB,1
Danilo D'Ambrosio,68,56,67,71,79,75,CB,1
Douglas Luiz Soares de Paulo,67,68,77,77,73,70,CM,2
Mathew Ryan,78,76,82,80,53,76,GK,3
Sebastián Driussi,81,78,73,76,26,69,CAM,0
Rafael Santos Borré,77,77,74,79,45,76,ST,6
John Brooks,58,40,58,61,79,76,CB,1
Alejandro Pozuelo Melero,64,73,79,80,53,67,CAM,0
André Carrillo,84,74,73,81,41,69,RW,5
Gianluca Caprari,85,73,76,83,33,55,CAM,0
Willy Boly,58,36,64,63,77,79,CB,1
Marcos Rojo,65,60,67,64,77,81,CB,1
Aïssa Mandi,62,46,72,69,79,73,CB,1
Lars Unnerstall,78,78,63,80,32,78,GK,3
José Gómez Campaña,65,72,81,78,70,71,CM,2
Gernot Trauner,63,57,67,67,77,87,CB,1
Dennis Praet,66,72,78,79,63,66,CAM,0
Moussa Niakhaté,79,42,65,67,79,78,CB,1
Andrei Girotto,58,67,68,69,79,73,CB,1
Daniel Castelo Podence,83,64,73,85,33,50,CAM,0
Philipp Lienhart,70,28,56,62,80,74,CB,1
Brahim Díaz,78,69,76,82,30,50,CAM,0
Exequiel Palacios,66,73,75,78,74,72,CM,2
Jesper Karlsson,83,77,72,83,35,61,CAM,0
Çağlar Söyüncü,71,46,60,65,78,79,CB,1
Wataru Endo,67,64,70,78,78,75,CM,2
Junya Ito,89,71,73,78,58,70,RW,5
Marcus Edwards,85,71,70,84,33,48,CAM,0
Dejan Lovren,53,40,59,62,80,77,CB,1
Jonathan Prazeres Conradi,78,69,77,79,45,54,LW,4
Clément Lenglet,68,45,69,64,77,76,CB,1
Fred Claudinei Tófoli Vilela,73,80,63,74,39,76,ST,6
Nuno Miguel Gomes dos Santos,81,76,75,80,58,68,LW,4
Marcus Thuram,81,77,71,78,48,76,ST,6
Florian Grillitsch,65,60,78,77,75,66,CM,2
Emil Audero,80,74,73,82,53,76,GK,3
Stefano Sensi,75,61,83,84,65,57,CAM,0
Joseph Aidoo,75,27,48,50,76,88,CB,1
Arturo Adolfo Inálcio Dutra,83,72,75,78,52,48,CM,2
Lukas Nmecha,82,77,66,77,40,77,ST,6
A. Zervandro Chiamuloira Paes,68,48,60,54,79,75,CB,1
Pedro Tofico Dourado Hermes,58,29,63,58,77,84,CB,1
Alberto Marcelo Dutra Cirino,81,72,81,80,23,50,LW,4
Dante Bonfim Costa Santos,32,52,68,66,79,78,CB,1
Tyrone Mings,71,44,67,66,78,80,CB,1
Kouadio Manu Koné,71,69,74,81,69,70,CAM,0
Igor Caique Coronado,80,75,75,82,49,61,CAM,0
Stanislav Kritsyuk,77,78,73,78,48,75,GK,3
Flavien Tait,70,71,76,79,67,67,CM,2
Paulo Díaz,74,57,69,71,75,82,CB,1
Carlos Izquierdoz,50,54,54,54,78,82,CB,1
Darío Benedetto,75,79,69,75,38,70,ST,6
Milan Borjan,78,74,75,78,44,74,GK,3
Karim Rekik,64,39,60,63,76,75,CB,1
Michy Batshuayi,74,78,59,76,33,73,ST,6
Niklas Dorsch,72,72,74,78,73,73,CM,2
Alfred Gomis,77,76,71,76,42,76,GK,3
Mauro Icardi,62,77,64,72,35,68,ST,6
Benjamin Lecomte,76,74,78,76,41,76,GK,3
Nicolas Pallois,37,54,61,61,77,84,CB,1
Alex Oxlade-Chamberlain,80,74,76,81,67,74,CAM,0
Fredrik Midtsjø,76,63,76,77,72,78,CM,2
Rodrigo Moreno Machado,77,77,76,78,45,69,LW,4
Dan Burn,47,33,65,63,77,80,CB,1
Riechedly Bazoer,71,68,77,78,73,77,CM,2
Ivan Toney,78,77,64,73,49,82,ST,6
Alexander Djiku,69,42,66,69,76,81,CB,1
Issa Diop,62,36,52,56,78,78,CB,1
Ritsu Doan,79,71,73,81,40,59,CAM,0
Alexis Vega,80,75,75,80,32,74,CAM,0
Matt Turner,76,75,67,77,38,79,GK,3
Bruno Viana Willemen Da Silva,67,42,56,57,78,81,CB,1
Gedson Carvalho Fernandes,79,74,75,78,71,75,CAM,0
Zack Steffen,79,74,75,82,53,72,GK,3
Domingos Sousa Menezes Duarte,52,35,58,53,79,78,CB,1
Wout Faes,59,38,55,58,78,77,CB,1
Brais Méndez Portela,69,74,77,75,56,64,CAM,0
Giulio Maggiore,74,62,71,76,72,72,CM,2
Saša Lukić,60,68,77,78,69,72,CM,2
Dele Alli,65,77,75,78,64,71,ST,6
Armindo Tué Na Bangna,90,71,69,83,32,63,LW,4
Sofiane Boufal,79,71,75,84,30,56,CAM,0
Florian Lejeune,52,57,62,64,77,72,CB,1
Rafał Gikiewicz,79,72,64,81,28,76,GK,3
Burak Yılmaz,74,82,68,70,34,77,ST,6
Ihlas Bebou,89,75,68,79,34,63,RW,5
Jean-David Beauguel,68,75,53,71,32,80,ST,6
Andre Blake,79,70,74,81,45,78,GK,3
Matias Vecino,62,71,74,76,75,76,CM,2
Jason Denayer,71,43,66,68,78,77,CB,1
Yerry Mina,37,54,59,58,78,77,CB,1
Demarai Gray,86,76,69,81,37,58,RW,5
Andrija Živković,80,73,74,81,55,61,RW,5
Mislav Oršić,88,80,71,75,56,61,LW,4
Nico Elvedi,70,39,64,68,78,78,CB,1
Lucas Boyé,70,78,64,78,49,80,ST,6
Breel Embolo,84,75,70,74,51,82,ST,6
Marvin Friedrich,63,41,57,53,79,76,CB,1
Daniel Ceballos Fernández,58,68,77,82,66,66,CM,2
Marvin Schwäbe,77,73,78,80,47,75,GK,3
Dyego Wilverson Ferreira Sousa,57,79,62,74,30,84,ST,6
José Manuel Reina Páez,75,77,79,76,45,79,GK,3
Luís Carlos Almeida da Cunha,69,75,79,80,37,66,CAM,0
Germán Pezzella,50,49,49,56,79,71,CB,1
Álvaro Negredo Sánchez,53,80,64,70,36,76,ST,6
Roberto Soriano,68,73,78,79,67,71,CAM,0
Aitor Fernández,78,74,66,80,56,76,GK,3
Luis Miguel Rodríguez,67,79,76,83,43,70,CAM,0
Stephan El Shaarawy,86,74,74,78,46,61,LW,4
Pascal Groß,50,74,81,75,58,72,CM,2
Asier Illarramendi,42,69,76,76,75,67,CM,2
Jonjo Shelvey,40,71,80,72,62,74,CM,2
Gustavo Bou,76,79,69,76,33,71,ST,6
Rubén Rochina Naixes,68,77,78,80,54,66,CAM,0
Matías Suárez,75,76,75,83,47,69,CAM,0
Artem Dzyuba,63,77,69,69,29,84,ST,6
Mario Balotelli,66,81,72,76,25,78,ST,6
Cristhian Stuani,67,79,69,70,48,84,ST,6
Diego Godín,54,48,62,61,76,77,CB,1
Sidnei Rechel da Silva Júnior,68,56,63,63,76,82,CB,1
Stevan Jovetić,62,79,76,79,35,60,ST,6
Kévin Gameiro,78,77,73,75,41,66,ST,6
Andrés Guardado,61,68,79,79,71,68,CM,2
Salvatore Sirigu,75,73,73,75,46,79,GK,3
Jorge Molina Vidal,33,82,67,67,41,70,ST,6
Umar Sadiq,84,76,60,72,30,76,ST,6
Taiwo Awoniyi,83,76,59,70,32,80,ST,6
Khéphren Thuram,74,69,74,77,75,77,CM,2
Arthur Mendonça Cabral,73,77,63,73,31,78,ST,6
Adam Hložek,78,75,72,77,31,79,ST,6
Bryan Gil Salvatierra,77,69,74,82,31,35,CAM,0
Dávid Hancko,78,61,69,70,77,79,CB,1
Gonzalo Plata,88,69,70,82,43,64,CAM,0
Lucas Silva Melo,70,49,65,70,77,76,CB,1
Unai Vencedor Paris,62,70,75,76,74,74,CM,2
Max Kilman,61,42,63,63,78,78,CB,1
Jan Maas,70,43,53,67,77,80,CB,1
Jan Kuchta,79,75,65,74,35,82,ST,6
Fábio Daniel Ferreira Vieira,75,71,77,77,40,52,CAM,0
Noni Madueke,90,71,68,82,36,62,CAM,0
Manuel Ugarte,72,63,71,77,73,76,CM,2
Zouhair Feddal,60,50,61,60,78,77,CB,1
Marko Livaja,78,77,71,79,38,81,ST,6
Giovanni Reyna,78,71,74,82,36,71,CAM,0
Jordan Teze,81,48,65,68,77,79,CB,1
Yussuf Poulsen,78,71,67,74,56,82,ST,6
Benoît Badiashile,61,47,67,60,78,76,CB,1
Musa Barrow,84,75,69,78,31,63,ST,6
Patson Daka,90,78,60,75,24,70,ST,6
Lutsharel Geertruida,80,52,68,73,76,77,CB,1
Davide Frattesi,79,69,76,80,65,69,CAM,0
Matteo Pessina,72,71,75,77,71,71,CAM,0
Dan-Axel Zagadou,58,34,61,51,78,80,CB,1
Merih Demiral,73,39,47,60,79,80,CB,1
Valentin Castellanos,78,77,68,73,41,76,ST,6
Jorge de Frutos Sebastián,82,70,74,78,41,61,CAM,0
Maxence Lacroix,87,33,55,67,78,77,CB,1
Deniz Undav,68,80,71,75,32,76,ST,6
Mykola Shaparenko,77,72,76,78,65,68,CAM,0
Mohammed Salisu,69,36,51,55,79,80,CB,1
Hugo Duro Perales,75,76,67,76,44,67,ST,6
Moussa Marega,89,76,65,68,39,89,ST,6
Rob Holding,54,34,61,66,78,73,CB,1
Kasper Dolberg,71,80,67,76,30,68,ST,6
Robert Lynch Sánchez,78,75,71,80,45,77,GK,3
Rade Krunić,67,73,76,77,72,72,CM,2
Axel Disasi,50,28,51,55,77,82,CB,1
César Montes,62,44,63,65,78,78,CB,1
Suat Serdar,67,71,71,81,73,79,CM,2
Angelo Fulgini,73,70,76,79,69,73,CAM,0
Claudio Nuno Coíntra Calegari,79,73,76,78,27,60,CAM,0
Danilo Manuel Vieira Espíndola,59,39,53,57,80,81,CB,1
Vitor Hugo Franchescoli Souza,66,33,45,50,79,80,CB,1
Petros Mantalos,73,69,78,78,55,63,CAM,0
Anastasios Bakasetas,71,78,77,76,56,74,CAM,0
Romain Saïss,61,56,70,66,77,79,CB,1
Adrien Thomasson,69,72,77,77,65,70,CM,2
Hany Mukhtar,80,74,77,78,45,64,CAM,0
Fabian Schär,51,67,70,67,78,74,CB,1
Salem Al Dawsari,84,73,69,81,52,79,LW,4
Paulo André Rodrigues Oliveira,60,35,51,61,79,76,CB,1
Hee Chan Hwang,81,75,70,78,28,70,LW,4
Gaetano Castrovilli,74,65,75,82,66,68,CAM,0
Jean Butez,76,76,77,79,45,75,GK,3
Habib Diallo,71,76,59,72,23,73,ST,6
İrfan Can Kahveci,74,71,79,80,58,65,CAM,0
Abdou Diallo,72,39,71,74,77,76,CB,1
Kelechi Iheanacho,73,79,70,77,38,70,CAM,0
Stephy Mavididi,88,76,69,77,28,68,ST,6
Ben Godfrey,82,44,61,65,76,80,CB,1
Illan Meslier,79,76,73,81,38,72,GK,3
Odsonne Edouard,79,75,68,79,45,75,ST,6
Simão Alvin Acunha Bardini,77,68,77,77,36,62,CAM,0
Timo Hübers,80,39,56,58,78,73,CB,1
Evander da Silva Ferreira,73,71,76,80,67,69,CAM,0
Riccardo Orsolini,79,72,74,81,39,65,CAM,0
Rodrigo Aliendro,77,72,71,80,72,76,CM,2
Shoya Nakajima,86,71,71,82,37,47,RW,5
Fernando Zampedri,68,78,56,71,29,78,ST,6
Marko Grujić,61,71,71,77,73,80,CM,2
Yusuf Yazıcı,66,75,77,79,47,71,CAM,0
Thomas Henry,65,76,65,66,40,82,ST,6
Romain Perraud,72,72,75,75,72,73,CM,2
Trevoh Chalobah,64,47,65,68,76,76,CB,1
Adilson Patrick Edrada Pereira,77,71,70,80,32,55,CAM,0
Florian Müller,75,73,73,80,43,74,GK,3
Wesley Hoedt,52,46,67,60,76,78,CB,1
Diego Javier Llorente Ríos,67,40,63,68,75,78,CB,1
Sebastián Palacios,91,74,69,77,44,68,RW,5
Daniel Amartey,63,55,65,69,76,76,CB,1
Divock Origi,79,75,67,75,27,73,ST,6
Ruben Loftus-Cheek,65,68,75,78,66,75,CAM,0
Abderrazak Hamdallah,72,76,70,76,30,71,ST,6
Federico Di Francesco,78,70,73,80,39,60,LW,4
Helton Brant Aleixo Leite,75,73,70,78,53,75,GK,3
Leonardo Sigali,66,51,57,61,77,76,CB,1
Lorenzo Montipò,76,74,72,80,41,74,GK,3
Serhou Guirassy,68,75,66,75,38,75,ST,6
Ayoze Pérez Gutiérrez,76,70,73,80,58,63,RW,5
Andrea Petagna,59,75,68,75,34,81,ST,6
Alexander Sørloth,81,74,66,72,36,84,ST,6
Germán Sánchez Barahona,45,40,58,55,78,78,CB,1
Marco Bizot,79,73,69,76,46,75,GK,3
Erik Sviatchenko,60,51,61,61,76,82,CB,1
Alejandro Fernández Iglesias,53,71,80,73,67,63,CM,2
Domagoj Vida,74,40,58,59,78,81,CB,1
Ross Barkley,68,73,76,78,56,70,CAM,0
Dedryck Boyata,68,30,53,58,77,77,CB,1
Aaron Mooy,62,72,78,74,69,75,CM,2
Haris Seferović,71,76,67,71,47,83,ST,6
Xherdan Shaqiri,69,75,79,79,45,62,CAM,0
Martin Braithwaite,79,76,72,78,35,74,ST,6
Mark Uth,72,77,74,76,40,68,CAM,0
Juan Guilherme Nunes Jesus,69,33,51,60,78,73,CB,1
Koray Günter,62,46,64,65,77,71,CB,1
Luís Carlos Novo Neto,64,37,55,56,78,73,CB,1
Xavier Mercier,66,71,81,73,47,64,CAM,0
Hendrik Van Crombrugge,77,73,77,79,37,77,GK,3
Roque Mesa Quevedo,67,67,76,75,67,80,CM,2
Robin Knoche,51,41,52,50,78,72,CB,1
Jasmin Kurtić,58,76,75,72,73,76,CM,2
Ciprian Tătărușanu,74,74,73,77,45,78,GK,3
Rasmus Falk,77,59,72,80,68,70,CM,2
Riccardo Saponara,69,70,78,80,41,59,CAM,0
Kevin Vogt,71,57,72,68,77,75,CB,1
Chris Wood,59,77,60,70,40,80,ST,6
Javier Pastore,60,73,78,76,52,48,CAM,0
Óscar Romero,74,69,76,79,65,66,CAM,0
Jan Bednarek,48,22,53,55,77,78,CB,1
Harry Wilson,77,78,76,76,45,58,CAM,0
Érick Gutiérrez,68,71,75,75,69,69,CM,2
David Raya Martin,76,74,80,77,53,75,GK,3
Sverrir Ingi Ingason,61,53,58,58,78,77,CB,1
Luciano Acosta,79,66,71,83,46,56,CAM,0
Jae Sung Lee,68,64,75,81,57,61,CAM,0
Alfredo Morelos,77,75,68,72,43,81,ST,6
Jindřich Staněk,77,73,68,79,42,76,GK,3
Harry Winks,60,59,76,77,71,64,CM,2
Timo Baumgartl,63,36,56,52,76,77,CB,1
Sheraldo Becker,95,75,67,77,35,68,ST,6
Paul Bernardoni,76,73,74,80,29,76,GK,3
Henry Martín,77,74,64,74,38,82,ST,6
Sofyan Amrabat,68,71,70,75,73,78,CM,2
David Brooks,69,71,75,79,48,62,CAM,0
Sebastián Blanco,72,76,75,78,35,67,CAM,0
Łukasz Skorupski,78,73,59,81,51,74,GK,3
Aridane Hernández Umpiérrez,50,36,54,54,75,85,CB,1
Liam Cooper,49,35,56,58,77,77,CB,1
Bas Dost,44,78,56,64,46,75,ST,6
Ante Budimir,62,76,49,72,35,76,ST,6
Aaron Ramsey,51,71,78,79,65,62,CM,2
Gaël Kakuta,70,73,76,80,40,59,CAM,0
Baptiste Santamaria,49,65,72,74,73,74,CM,2
Miguel Borja,80,77,57,68,32,84,ST,6
Pietro Terracciano,76,73,70,79,41,78,GK,3
Lucas Robertone,85,73,74,78,69,74,CAM,0
Pascal Struijk,57,38,61,63,77,76,CB,1
Gerzino Nyamsi,47,33,51,56,76,82,CB,1
Nicolò Casale,74,53,66,68,77,77,CB,1
Boubakary Soumaré,68,56,73,74,70,80,CM,2
Alexis Mac Allister,69,77,78,75,56,62,CAM,0
Aaron Boupendza,84,77,67,79,27,74,ST,6
Omar Alderete,63,56,58,63,77,78,CB,1
Ander Guevara Lajo,50,64,74,72,73,69,CM,2
Roman Yaremchuk,79,75,70,71,45,74,ST,6
Martín Ojeda,83,76,73,76,34,61,CAM,0
Nicolás Evandro Filheiro Stein,72,69,76,76,57,45,CAM,0
Óscar Rodríguez Arnaiz,59,75,76,76,56,55,CAM,0
Emmanuel Dennis,87,75,62,77,38,71,ST,6
Florin Niță,76,76,69,78,27,77,GK,3
Carlos Rodríguez,77,67,73,78,66,67,CAM,0
Marcelino Moreno,87,70,72,79,53,62,CAM,0
Eberechi Eze,75,70,74,81,47,67,CAM,0
Marc Roca Junqué,45,62,76,72,70,67,CM,2
Esequiel Barco,84,70,73,81,34,52,CAM,0
Jean-Philippe Mateta,71,74,57,73,34,78,ST,6
Robin Koch,62,38,60,64,77,73,CB,1
Facundo Medina,73,33,60,69,76,76,CB,1
Justin Kluivert,88,73,69,79,36,62,CAM,0
Arne Maier,70,61,73,75,69,72,CM,2
Nedim Bajrami,76,68,73,77,59,66,CAM,0
Nicolás Domínguez,75,66,72,76,72,77,CM,2
Pierre Tomás Torres De Faria,77,71,65,79,47,77,GK,3
Nelson Arturo Reis Lopes,76,77,77,74,53,76,GK,3
Fred Marcos Aníbal Dias,71,77,76,77,32,72,GK,3
Mahmoud Hassan,77,74,73,78,36,65,LW,4
Reece Oxford,68,33,54,62,77,75,CB,1
Eric Bailly,70,42,56,66,76,74,CB,1
Nadiem Amiri,67,72,77,81,50,67,CAM,0
Ivan Provedel,77,74,71,79,42,74,GK,3
Orbelín Pineda,81,74,72,79,62,66,LW,4
Emmanuel Boateng,91,74,59,75,40,77,ST,6
Sergio Rico González,77,73,75,80,47,73,GK,3
Yunis Abdelhamid,32,33,57,62,76,80,CB,1
Miroslav Stevanović,83,69,74,75,38,69,RW,5
Pere Milla Peña,75,76,69,77,37,62,ST,6
Ché Adams,81,77,62,75,40,77,ST,6
Antonaldo David Machado Chagas,68,36,56,60,79,80,CB,1
Thilo Kehrer,75,44,65,66,76,78,CB,1
Andrey Lunev,76,73,64,79,56,76,GK,3
Rafael Jiménez Jarque,52,53,68,59,75,87,CB,1
Vangelis Pavlidis,77,75,64,74,43,80,ST,6
Levi García,87,68,70,82,33,72,CAM,0
Mattias Svanberg,77,68,75,77,63,69,CM,2
Oussama Idrissi,80,76,70,80,35,67,LW,4
Lucas Martínez Quarta,64,56,69,70,75,78,CB,1
Grischa Prömel,65,71,71,73,74,81,CM,2
Matheus Fellipe Costa Pereira,72,72,76,79,39,64,CAM,0
Rubén Duarte Sánchez,62,38,65,68,78,67,CB,1
Gonzalo Martínez,82,72,72,82,34,59,LW,4
Walker Zimmerman,57,50,55,56,74,84,CB,1
Mauro Boselli,54,79,63,67,39,78,ST,6
Yannick Gerhardt,69,69,74,75,72,76,CM,2
Michael Olise,80,70,76,80,50,53,CAM,0
Oihan Sancet Tirapu,73,75,68,77,61,70,ST,6
Francisco Mota Castro Trincão,78,70,70,80,39,59,CAM,0
Mohammed Kudus,88,71,70,80,59,74,CAM,0
Luis Javier Suárez,85,77,67,75,40,80,ST,6
Thiago Almada,85,72,71,82,52,62,CAM,0
Riccardo Sottil,87,66,69,78,34,52,CAM,0
Manor Solomon,80,71,74,79,43,57,CAM,0
Edgar González Estrada,53,49,64,63,77,78,CB,1
Khvicha Kvaratskhelia,82,68,71,81,41,66,CAM,0
Mateus Tetê,82,72,72,79,41,56,CAM,0
Daniel Vivian Moreno,70,43,55,60,77,77,CB,1
Kodjo Fo-Doh Laba,78,76,63,69,25,80,ST,6
Shon Weissman,75,79,65,69,38,72,ST,6
David Mota Teixeira Carmo,50,28,53,51,77,79,CB,1
Brian Brobbey,82,73,55,70,30,82,ST,6
Tommaso Pobega,76,77,72,76,74,79,ST,6
Ladislav Krejčí,67,66,67,68,74,84,CB,1
Hicham Boudaoui,74,65,71,79,72,72,CAM,0
Attila Szalai,73,44,62,61,76,83,CB,1
Carlos Vinícius Alves Morais,71,76,61,73,41,79,ST,6
Vitaliy Buyalskyi,75,69,72,79,69,56,CM,2
Igor Julio dos Santos de Paulo,73,31,50,55,77,83,CB,1
Iuri José Picanço Medeiros,75,72,75,82,34,56,CAM,0
Joe Reynolds,64,31,50,60,77,77,CB,1
Emmanuel Winchester,70,29,60,48,75,77,CB,1
Thierry Zoreaux,76,77,72,80,37,71,GK,3
Mikkel Damsgaard,84,68,71,81,48,62,CAM,0
Jonas Wind,66,74,70,74,36,80,ST,6
Jonathan Burkardt,84,75,67,79,43,75,ST,6
Diego Rossi,84,72,71,77,33,54,CAM,0
Hidemasa Morita,67,64,74,75,72,73,CM,2
Curtis Jones,68,68,72,80,64,71,CM,2
Luis Romo,68,68,72,69,72,83,CM,2
Enock Mwepu,82,75,72,75,72,78,CM,2
Dwight McNeil,70,65,75,79,53,66,CAM,0
Alejandro Catena Marugán,66,39,57,50,77,77,CB,1
Arnaud Kalimuendo,81,75,59,77,29,66,ST,6
Robin Zentner,77,73,59,81,65,71,GK,3
Anton Stach,74,67,74,69,74,78,CM,2
Franco Vázquez,46,78,77,77,58,75,CAM,0
Adam Webster,68,31,60,69,77,74,CB,1
Roger Martí Salvador,74,78,63,74,41,73,ST,6
Andreas Hugo Hoelgebaum Pereira,76,74,77,78,65,68,CAM,0
André Ramalho Silva,50,59,67,66,77,77,CB,1
Ahmed Hegazi,46,20,50,55,76,84,CB,1
Casper Nielsen,72,71,76,74,72,75,CM,2
Joe Hart,72,76,68,77,55,75,GK,3
Morgan Sanson,69,73,77,75,70,72,CM,2
Guillermo Fernández,71,67,75,76,65,66,CM,2
Daniele Rugani,55,40,55,63,78,71,CB,1
Danilo Cataldi,72,71,77,76,73,70,CM,2
Neal Maupay,74,77,67,73,41,72,ST,6
Brandon Mechele,59,38,50,54,80,76,CB,1
Dominik Kohr,80,62,63,71,77,81,CB,1
Hugo Ekitike,74,75,60,76,25,69,ST,6
Andriy Pyatov,73,69,78,75,44,83,GK,3
Franck Ribéry,63,71,80,82,30,53,CAM,0
Diego da Silva Costa,66,77,63,72,46,82,ST,6
João Victor da Silva Marcelino,78,50,52,57,77,77,CB,1
Castello Lukeba,73,43,67,70,77,74,CB,1
Rodolfo Cota,75,70,67,79,58,79,GK,3
Ömer Toprak,68,39,60,67,78,72,CB,1
Maxi Moralez,68,71,75,78,52,49,CAM,0
Simon Terodde,58,78,55,67,38,79,ST,6
Víctor David Díaz Miguel,70,56,68,66,77,75,CB,1
Mamadou Sakho,40,35,64,55,75,81,CB,1
Ivan Ilić,76,71,76,78,69,71,CAM,0
Radja Nainggolan,68,79,76,74,71,78,CM,2
Fraser Forster,76,72,67,81,30,75,GK,3
Ruud Vormer,50,75,79,70,75,75,CM,2
Fabio Quagliarella,61,80,74,78,30,61,CAM,0
Radamel Falcao García Zarate,51,77,67,74,41,67,ST,6
Tim Krul,75,73,71,79,38,75,GK,3
Yeimar Gómez Andrade,63,33,48,57,75,86,CB,1
Héctor Moreno,55,49,64,61,77,71,CB,1
Juan Manuel Mata García,49,71,80,79,36,42,CAM,0
Stefano Okaka,62,75,60,70,30,82,ST,6
Miguel Luís Pinto Veloso,44,70,82,76,65,67,CM,2
Vedat Muriqi,50,75,58,68,28,82,ST,6
Heinz Lindner,78,71,67,77,42,75,GK,3
Jamaal Lascelles,41,35,49,53,75,75,CB,1
Jeffrey Gouweleeuw,69,58,66,64,77,74,CB,1
Joel Graterol,75,72,70,76,24,76,GK,3
Marko Pjaca,77,69,74,81,41,63,CAM,0
Bruno Xavier Almeida Costa,67,72,75,75,64,62,CM,2
Simon Banza,69,74,54,74,31,76,ST,6
Josuha Guilavogui,68,59,64,65,76,80,CB,1
Eduardo Expósito Jaén,64,73,75,75,72,69,CM,2
Marek Rodák,76,71,73,76,48,73,GK,3
Sebastiaan Bornauw,75,45,59,56,76,77,CB,1
Fernando Martínez Rubio,75,73,70,76,48,74,GK,3
Omar Colley,65,31,48,54,74,83,CB,1
Sven Ulreich,75,69,62,79,41,73,GK,3
Dejon Cockburn,69,78,64,76,30,66,ST,6
Bartłomiej Drągowski,78,72,70,76,44,73,GK,3
Cristian Guanca,76,74,72,75,40,70,CAM,0
Álvaro Aguado Méndez,75,70,73,74,62,61,CM,2
Pedro Filipe Barbosa Moreira,77,71,77,77,59,61,CAM,0
Kortney Hause,59,45,60,59,74,78,CB,1
Leonel Miranda,76,67,75,76,67,69,CM,2
Karim Adeyemi,93,76,66,78,24,70,ST,6
Rodrigo Ely,48,31,44,53,75,72,CB,1
